source_group,price,area_total,rooms,floor,floors_total,address,latitude,longitude,metro,metro_walk_min,kitchen_area,renovation,walls,build_year,ceiling_height,floor_position,elevator,house_number,yard,parking,playground,link,address_source,metro_distance_km,metro_source,distance_to_center_km,distance_to_mkad_km,distance_to_school_km,distance_to_kindergarten_km,distance_to_clinic_km,distance_to_mall_km,price_per_m2,floor_ratio,house_age,has_metro_near,district_cluster,is_synthetic,augmentation_copy
all,20150000.0,58.93381183700016,2.0,11.0,31.0,"москва, ул. тагильская, 6/5 (11 км до центра)",55.81363878385668,37.7523681503819,Бульвар Рокоссовского,13.025093837695488,20.946061388336986,требует ремонта / частичный ремонт,монолитно-кирпичный,2026.0,2.4393875625533186,не угловая,unknown,6/5,двор,подземный паркинг,есть,https://msk.etagi.com/realty/12403122/,raw,1.1220755710282702,geo_recomputed,10.932716182894415,4.354625802387711,0.6528122734039546,0.29368142039523115,0.7980692190176436,0.3481285140655379,344444.44444444444,0.3548387096774194,0.09938244052697226,1.0175332969637767,23,1,1
all-bogorodskoe,19000000.0,42.54900723630285,1.0,4.0,5.0,"москва, ул. открытое шоссе, 5к1 (10 км до центра)",55.81347159024768,37.73543899894192,Бульвар Рокоссовского,3.032864273308649,4.9390541024318315,косметический ремонт,кирпичные,1960.0,2.4981661755035987,не угловая,"пассажирский, грузовой",5к1,двор,unknown,нет,https://msk.etagi.com/realty/12232035/,raw,0.2501454264165353,geo_recomputed,10.463790427466918,5.316821653336492,0.37974749152605236,0.13756893665362363,0.8959718769934238,0.1245338439322475,447058.82352941175,0.8,66.02675225175906,1.0033449061384867,23,1,1
all,14350000.0,34.89957030291284,1.0,1.0,12.0,"москва, ул. мироновская, 10",55.78497557260375,37.73410335612218,Измайлово,8.387352437034602,10.117136719306888,евроремонт,панельные,1969.0,2.6758535887782893,не угловая,unknown,10,детская площадка,unknown,нет,https://msk.etagi.com/realty/12433013/,raw,0.6543253687619283,geo_recomputed,8.366440353139541,6.510709298308311,0.39771525831810556,0.05258175460177797,0.10624468942977576,0.13754443181490397,410000.0,0.0833333333333333,56.71691028532732,0.9748091025770578,23,1,1
all,52450000.0,119.10919321842799,4.0,14.0,24.0,"москва, ул. тагильская, 4а (11 км до центра)",55.81884254015579,37.75311236228659,Бульвар Рокоссовского,12.564804353887508,37.870912168328246,косметический ремонт,монолитные,2024.0,2.6442801825934366,не угловая,"пассажирский, грузовой",4а,двор,"гостевой паркинг, подземный паркинг",нет,https://msk.etagi.com/realty/11929899/,raw,1.0254608690122065,geo_recomputed,10.415143643135597,4.1809802051598535,0.24701831410096556,0.21539070836412283,0.5020824229790445,0.15979637563186208,438912.1338912134,0.5833333333333334,1.97898638292621,1.038971260964851,23,1,1
all-novogireevo,18800000.0,63.13281926749457,2.0,2.0,5.0,"москва, ул. орехово-зуевский проезд, 22",55.730850366038695,37.75773495078907,Стахановская,2.9806282300812166,7.552123187660146,косметический ремонт,кирпичные,1960.0,2.6760484984779307,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/10647932/,raw,0.2798557977514985,geo_recomputed,9.102824865931556,5.319913794964591,0.09998357420548289,0.4792389920812415,0.44661333732358044,0.38371890912031487,297939.77812995244,0.4,65.95424182247086,0.9938371228254436,23,1,1
all,19500000.0,57.649057623691846,2.0,15.0,24.0,"москва, ул. тагильская, 6/5 (10 км до центра)",55.813535565442386,37.75355978240021,Бульвар Рокоссовского,12.792794413705865,18.43444275503853,без отделки,монолитные,2002.0,2.6707383778243754,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/10870418/,raw,1.1131364720428716,geo_recomputed,10.722751528381403,4.438754885423785,0.6433447008571741,0.2727120639454445,0.7785194624574472,0.358686200444115,337370.24221453286,0.625,24.026315829949677,0.975552655671897,23,1,1
all-bogorodskoe,28000000.0,62.50967244874394,2.0,7.0,17.0,"москва, ул. краснобогатырская, 40 (8 км до центра)",55.8080869696251,37.70021609798775,Преображенская площадь,18.554476635184937,13.946812889700583,черновая отделка,монолитные,2002.0,2.6810228515972514,не угловая,unknown,40,двор,"подземный паркинг, гостевой паркинг, наземный паркинг",нет,https://msk.etagi.com/realty/12622244/,raw,1.5483314903207577,geo_recomputed,8.108314936718813,6.905796924221955,0.47494860435648495,0.12036844408049897,0.40564904792994716,0.21236864779438547,448717.94871794875,0.4117647058823529,23.57839703345006,0.0,23,1,1
all-novokosino,12950000.0,36.96703839696212,2.0,2.0,12.0,"москва, ул. плеханова, 20",55.74378658586039,37.76748224257019,Перово,10.193342404587076,6.002540993499381,евроремонт,блочные,2002.0,2.4955134030984785,не угловая,"пассажирский, грузовой",20,двор,наземный паркинг,нет,https://msk.etagi.com/realty/11851876/,raw,0.8202426770849548,geo_recomputed,9.77919878079376,4.811437278658885,0.24017151932163333,0.23713761195615082,0.2967986662407543,0.2538957267373177,349056.6037735849,0.1666666666666666,23.80534594558012,0.9986150895054632,23,1,1
studio,10890000.0,18.154494679058388,0.0,10.0,39.0,"москва, ул. амурская, 1ак4",55.80834038396839,37.75645088556419,Локомотив,12.388765273205365,3.7372564472864407,ремонт по дизайн-проекту,монолитные,2020.0,2.6796355284592543,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/10139683/,raw,1.0325878419467327,geo_recomputed,11.00736075845121,4.888172806637358,0.23929582188986295,0.36489815867092423,0.1983565227939087,0.37077368825014256,601657.4585635358,0.2564102564102564,5.89387829590355,1.0262240584608215,23,1,1
all,16500000.0,29.38438032953686,0.0,19.0,23.0,"москва, ул. 2-й грайвороновский проезд, 44к1 (9 км до центра)",55.72610212912531,37.745396320837926,Стахановская,12.024579296874563,4.190745130046201,unknown,монолитные,2002.0,2.6755365127789914,не угловая,unknown,44к1,двор,"наземный паркинг, подземный паркинг",нет,https://msk.etagi.com/realty/12267950/,raw,0.983137884403624,geo_recomputed,8.505628059302316,6.229552346645534,0.26453271768462905,0.17686558775895483,0.5239900046987344,0.09875871029710649,567010.3092783504,0.8260869565217391,24.107047727762424,0.943537004597476,23,1,1
all,6115000.0,12.831981481438934,0.0,2.0,5.0,"москва, ул. первомайская, 3к1 (10 км до центра)",55.79163335941987,37.7726208182627,Измайловская,7.999707685725694,8.942918954258646,косметический ремонт,кирпичные,2004.0,2.6380691284997364,не угловая,"пассажирский, грузовой",3к1,двор,наземный паркинг,есть,https://msk.etagi.com/realty/10056084/,raw,0.6667868723921813,geo_recomputed,10.482803586106181,4.391544453376663,0.5813835538524708,0.04807041828669845,0.25095014225216555,0.6514682960455193,481496.062992126,0.4,21.586879604667082,1.0714932486878368,23,1,1
all,13297000.0,19.740794899181132,0.0,6.0,33.0,"москва, ул. амурская, 2а/3с3",55.80531513093648,37.75479045820596,Локомотив,8.5071356757904,5.022892275257951,евроремонт,монолитные,2022.0,2.680230540077857,не угловая,"пассажирский, грузовой",2а/3с3,двор,unknown,нет,https://msk.etagi.com/realty/12301439/,raw,0.6433832889719089,geo_recomputed,10.678510871766804,5.132483957925835,0.28850606926901573,0.5994124041337517,0.4566877986021392,0.19425220007844493,664850.0,0.1818181818181818,4.295698179119753,1.0139005114193036,23,1,1
all-bogorodskoe,17999999.0,57.01749222408891,2.0,4.0,5.0,"москва, ул. миллионная, 15к3",55.81660095200491,37.70029608530294,Белокаменная,17.34679609448027,6.969027825395423,косметический ремонт,монолитно-каркасные,2002.0,2.6809019306631616,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/12404308/,raw,1.4433001500367795,geo_recomputed,8.920388925734681,6.166688676808534,0.22119704446701982,0.1949924767325969,0.24117356660436573,0.081052696326399,315789.4561403509,0.8,24.265790207697783,0.0,23,1,1
all,21200000.0,38.18943536199243,2.0,7.0,8.0,"ozon, 44 к2, 2-й грайвороновский проезд, рязанский район, москва, центральный федеральный округ, 109518, россия",55.72675055509695,37.747536803096345,Стахановская,9.384129743870579,7.942035047948149,unknown,монолитные,2002.0,2.6844467758985155,не угловая,unknown,44к2,детская площадка,unknown,нет,https://msk.etagi.com/realty/12491068/,geo,0.8669379037834838,geo_recomputed,8.932854320146609,5.997432424762578,0.23200248314347538,0.3359687810273447,0.3832778674455138,0.23480524538407693,557894.7368421053,0.875,23.787190227437357,1.0133199617397564,23,1,1
all,12400000.0,32.301219188297445,1.0,4.0,5.0,"москва, ул. михайлова, 19",55.7276686209877,37.767200798685245,Стахановская,5.99383064394683,6.067517008126378,евроремонт,монолитные,2002.0,2.7000046388337404,угловая,unknown,19,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12452103/,raw,0.5278270485847623,geo_recomputed,9.635077311821474,4.223630425996816,0.16986982645018955,0.27521419716253304,0.47000981516529783,0.1579479645843559,380368.0981595092,0.8,24.5283909597557,0.9540559630337171,23,1,1
all,17100000.0,35.33173513621773,1.0,2.0,12.0,"москва, ул. знаменская, 38к2 (8 км до центра)",55.80222849520291,37.72187598485375,Преображенская площадь,10.060440712351594,8.967337110913148,unknown,блочные,1972.0,2.4803559821259396,не угловая,"пассажирский, грузовой",38к2,двор,unknown,нет,https://msk.etagi.com/realty/12630961/,raw,0.8814494795158425,geo_recomputed,8.580899062059324,6.980947638209558,0.09125664230044549,0.18853926355520267,0.08748186134395493,0.2521961766496641,488571.4285714286,0.1666666666666666,54.0510078551474,1.0037209639690554,23,1,1
1k,15850000.0,39.4277071431015,1.0,1.0,12.0,"москва, юго-восточный административный округ, район кузьминки, волжский бульвар квартал 114а, к7",55.703208711875185,37.75030771997754,Кузьминки,9.919168326372436,8.885335141638377,евроремонт,кирпич керамический,2002.0,2.6792034426667537,не угловая,unknown,к7,парковка,наземный паркинг,нет,https://msk.etagi.com/realty/12257191/,raw,0.8719647601676573,geo_recomputed,9.789765193888277,4.983978779332257,0.09722229475211781,0.17795958914653992,0.2609966200492065,0.26115995985801055,402284.26395939087,0.0833333333333333,23.976682971979287,1.019510408574495,23,1,1
all,16500000.0,56.513339315376435,2.0,2.0,5.0,"москва, ул. 3-я гражданская, 58 (10 км до центра)",55.80981563000788,37.7118525803835,Бульвар Рокоссовского,17.643495050560443,6.926592267711493,косметический ремонт,кирпичные,1959.0,3.2030689339069456,не угловая,unknown,58,двор,наземный паркинг,есть,https://msk.etagi.com/realty/9652159/,raw,1.4291448087763863,geo_recomputed,8.604704786765359,6.10920383890813,0.12371823527388738,0.17400449274395158,0.30582132587613076,0.42631943264438493,292553.1914893617,0.4,67.12713976434532,0.0,23,1,1
