source_group,price,area_total,rooms,floor,floors_total,address,latitude,longitude,metro,metro_walk_min,kitchen_area,renovation,walls,build_year,ceiling_height,floor_position,elevator,house_number,yard,parking,playground,link,address_source,metro_distance_km,metro_source,distance_to_center_km,distance_to_mkad_km,distance_to_school_km,distance_to_kindergarten_km,distance_to_clinic_km,distance_to_mall_km,price_per_m2,floor_ratio,house_age,has_metro_near,geo_generation_cluster
3k,27000000.0,67.0,3.0,2.0,10.0,"москва, ул. 3-й сетуньский проезд, 3",55.731764,37.535116,Минская,11.0,10.0,косметический ремонт,кирпичные,2002.0,2.64,не угловая,пассажирский,3,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12643211/,raw,0.95,geo_recomputed,5.53,8.91,0.2,0.05,0.6,0.62,402985.0746268657,0.2,24.0,1,10
3k,49400000.0,71.1,3.0,25.0,36.0,"москва, ул. лобачевского, 120 (11 км до центра)",55.697027,37.470811,Аминьевская,4.0,12.0,современный ремонт,монолитные,2022.0,2.65,не угловая,"пассажирский, грузовой",120,двор,подземный паркинг,есть,https://msk.etagi.com/realty/582805/,raw,0.32,geo_recomputed,10.95,3.66,0.8,0.31,0.7,0.51,694796.0618846696,0.6944444444444444,4.0,1,0
3k,75000000.0,120.4,3.0,30.0,35.0,"москва, ул. шмитовский проезд, 39к8 (6 км до центра)",55.751665,37.526295,Тестовская,3.0,23.8,современный ремонт,монолитно-кирпичный,2023.0,3.0,не угловая,unknown,39к8,двор,подземный паркинг,есть,https://msk.etagi.com/realty/582807/,raw,0.27,geo_recomputed,5.59,9.63,0.16,0.21,0.41,0.42,622923.5880398671,0.8571428571428571,3.0,1,10
3k,20000000.0,65.8,3.0,15.0,16.0,"москва, ул. ташкентская, 27к3",55.698716,37.809345,Юго-Восточная,17.0,,косметический ремонт,панельные,1979.0,2.64,не угловая,"пассажирский, грузовой",27к3,двор,unknown,нет,https://msk.etagi.com/realty/12582784/,raw,1.42,geo_recomputed,13.51,1.28,0.33,0.11,0.08,0.21,303951.36778115504,0.9375,47.0,0,12
3k,35000000.0,56.3,3.0,8.0,9.0,"москва, ул. озерковский переулок, 4",55.741206,37.636572,Новокузнецкая,6.0,9.0,требует ремонта / частичный ремонт,кирпичные,1965.0,2.68,не угловая,unknown,4,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12592243/,raw,0.48,geo_recomputed,1.79,12.84,0.26,0.06,0.13,0.21,621669.6269982238,0.8888888888888888,61.0,1,20
3k,30500000.0,116.0,3.0,5.0,5.0,"москва, ул. руставели, 12/7ка (7 км до центра)",55.812772,37.593426,Бутырская ,7.0,9.0,косметический ремонт,блочные,2002.0,2.68,не угловая,unknown,12/7ка,детская площадка,unknown,нет,https://msk.etagi.com/realty/12592580/,raw,0.59,geo_recomputed,6.88,9.89,0.26,0.33,0.39,0.65,262931.0344827586,1.0,24.0,1,6
3k,39500000.0,95.0,3.0,3.0,24.0,"москва, ул. 2-я владимирская, 45",55.749359,37.786258,Перово,3.0,11.0,косметический ремонт,панельные,2006.0,2.64,не угловая,"пассажирский, грузовой",45,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12592822/,raw,0.22,geo_recomputed,10.68,3.49,0.25,0.23,0.34,0.17,415789.4736842105,0.125,20.0,1,24
3k,30000000.0,74.4,3.0,15.0,17.0,"москва, ул. кунцевская, 8к1 (24 км до центра)",55.731222,37.415939,Рабочий Посёлок,6.0,10.5,евроремонт,панельные,1984.0,2.68,не угловая,"пассажирский, грузовой",8к1,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12595034/,raw,0.47,geo_recomputed,12.71,2.34,0.33,0.17,0.29,0.2,403225.8064516129,0.8823529411764706,42.0,1,0
3k,21600000.0,58.3,3.0,4.0,9.0,"москва, ул. красного маяка, 13ак6 (14 км до центра)",55.608307,37.584999,Пражская,14.0,6.0,unknown,панельные,1974.0,2.64,не угловая,"пассажирский, грузовой",13ак6,двор,"наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12595048/,raw,1.13,geo_recomputed,16.11,3.08,0.27,0.21,1.01,0.09,370497.4271012007,0.4444444444444444,52.0,1,13
3k,26490000.0,52.9,3.0,21.0,33.0,"москва, ул. малая очаковская, 4ак2 (15 км до центра)",55.668864,37.438691,Озёрная,8.0,21.1,unknown,панельные,2024.0,2.7,не угловая,пассажирский и грузовой,4ак2,двор,подземный паркинг,нет,https://msk.etagi.com/realty/12601621/,raw,0.69,geo_recomputed,14.45,0.65,0.17,0.92,1.22,0.27,500756.1436672968,0.6363636363636364,2.0,1,3
3k,23950000.0,68.4,3.0,6.0,8.0,"москва, ул. тагильская",55.814963,37.756209,Бульвар Рокоссовского,15.0,4.9,без отделки,"кирпичные, монолитно-каркасные",2026.0,2.68,не угловая,unknown,6/1,двор,подземный паркинг,нет,https://msk.etagi.com/realty/12440674/,raw,1.23,geo_recomputed,11.23,4.25,0.6,0.27,0.81,0.19,350146.1988304093,0.75,0.0,1,11
3k,29000000.0,68.0,3.0,6.0,9.0,"москва, ул. краснопрудная, 1 (4 км до центра)",55.776877,37.659371,Комсомольская,4.0,9.0,косметический ремонт,кирпичные,1960.0,2.68,не угловая,пассажирский,1,двор,гостевой паркинг,нет,https://msk.etagi.com/realty/12553310/,raw,0.32,geo_recomputed,3.88,11.47,0.52,0.64,0.58,0.13,426470.5882352941,0.6666666666666666,66.0,1,1
3k,33900000.0,82.0,3.0,11.0,19.0,"москва, ул. наташи качуевской, 5",55.713309,37.878326,Улица Дмитриевского,5.0,19.0,косметический ремонт,панельные,2018.0,2.64,не угловая,"пассажирский, грузовой",5,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12555367/,raw,0.45,geo_recomputed,17.01,2.5,0.52,0.3,0.43,0.22,413414.6341463415,0.5789473684210527,8.0,1,4
3k,24000000.0,62.7,3.0,14.0,16.0,"москва, ул. юрьевский переулок, 16к1",55.765741,37.717321,Сортировочная,4.0,9.0,косметический ремонт,панели железобетонные,2002.0,2.68,не угловая,unknown,16к1,парковка,наземный паркинг,нет,https://msk.etagi.com/realty/12557854/,raw,0.32,geo_recomputed,6.54,7.87,0.4,0.05,0.09,0.06,382775.1196172249,0.875,24.0,1,7
3k,18400000.0,82.7,3.0,1.0,17.0,"москва, ул. 1-я вольская, 18к1 (33 км до центра)",55.683092,37.923278,Панки,19.0,12.5,косметический ремонт,панельные,2007.0,2.7,не угловая,"пассажирский, грузовой",18к1,двор,наземный паркинг,есть,https://msk.etagi.com/realty/12558048/,raw,1.58,geo_recomputed,20.75,5.6,0.22,0.12,0.41,0.37,222490.93107617897,0.0588235294117647,19.0,0,4
3k,45700000.0,70.2,3.0,8.0,10.0,"москва, ул. косыгина, 5 (8 км до центра)",55.707101,37.572854,Ленинский проспект,9.0,10.0,косметический ремонт,кирпичные,1961.0,2.64,не угловая,пассажирский,5,двор,наземный паркинг,есть,https://msk.etagi.com/realty/12558344/,raw,0.76,geo_recomputed,5.68,10.08,0.13,0.1,0.73,0.35,650997.1509971509,0.8,65.0,1,10
3k,14200000.0,59.0,3.0,9.0,9.0,"москва, ул. медынская, 2к2",55.592602,37.647989,Красный строитель,25.0,6.0,требует ремонта / частичный ремонт,unknown,2002.0,2.5,не угловая,пассажирский,2к2,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12558740/,raw,2.1,geo_recomputed,17.86,2.15,0.38,0.07,0.41,0.08,240677.9661016949,1.0,24.0,0,13
3k,27500000.0,86.5,3.0,24.0,24.0,"москва, ул. москворечье, 4к6 (10 км до центра)",55.643404,37.654772,Кантемировская,10.0,14.3,евроремонт,монолитные,2009.0,2.68,не угловая,"пассажирский, грузовой, пассажирский и грузовой",4к6,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12511377/,raw,0.82,geo_recomputed,12.34,7.4,0.36,0.19,0.2,0.34,317919.0751445087,1.0,17.0,1,5
3k,46500000.0,65.6,3.0,9.0,23.0,"москва, ул. причальный проезд, 10",55.75974,37.516496,Шелепиха,7.0,20.0,unknown,монолитные,2023.0,3.0,не угловая,"пассажирский, грузовой",10,двор,unknown,нет,https://msk.etagi.com/realty/12511835/,raw,0.62,geo_recomputed,6.26,9.23,0.09,0.25,0.59,0.64,708841.4634146342,0.391304347826087,3.0,1,10
3k,19900000.0,59.1,3.0,4.0,5.0,"москва, ул. чусовская, 4к2 (21 км до центра)",55.812899,37.813639,Щелковская,12.0,9.0,косметический ремонт,unknown,1966.0,2.68,не угловая,unknown,4к2,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12512001/,raw,1.01,geo_recomputed,14.1,1.57,0.27,0.11,0.16,0.27,336717.4280879865,0.8,60.0,1,11
3k,14950000.0,57.4,3.0,3.0,9.0,"москва, ул. молостовых, 11к3",55.757207,37.834354,Новогиреево,16.0,7.0,косметический ремонт,сборно-монолитный железобетонный каркас,1969.0,2.64,не угловая,пассажирский,11к3,двор,наземный паркинг,есть,https://msk.etagi.com/realty/12512499/,raw,1.35,geo_recomputed,13.7,0.5,0.21,0.2,0.36,0.21,260452.96167247387,0.3333333333333333,57.0,0,24
3k,34800000.0,80.0,3.0,4.0,7.0,"москва, ул. сущёвский вал, 41",55.793283,37.608598,Марьина Роща,6.0,9.0,косметический ремонт,кирпичные,1960.0,3.0,не угловая,пассажирский,41,двор,"наземный паркинг, гостевой паркинг, парковка во дворе",есть,https://msk.etagi.com/realty/12514357/,raw,0.48,geo_recomputed,4.59,11.77,0.35,0.78,0.19,0.02,435000.0,0.5714285714285714,66.0,1,6
3k,24900000.0,75.0,3.0,16.0,16.0,"москва, ул. твардовского, 2к4с1",55.798535,37.389867,Строгино,12.0,11.0,косметический ремонт,блоки,2002.0,2.68,не угловая,unknown,2к4с1,детская площадка,unknown,нет,https://msk.etagi.com/realty/12475436/,raw,0.98,geo_recomputed,15.03,0.46,0.45,0.16,0.35,0.04,332000.0,1.0,24.0,1,2
3k,25700000.0,87.9,3.0,17.0,25.0,"москва, ул. вертолётчиков, 13 (21 км до центра)",55.704032,37.940858,Некрасовка,11.0,13.9,unknown,сборно-монолитный железобетонный каркас,2016.0,2.64,не угловая,unknown,13,парковка,наземный паркинг,нет,https://msk.etagi.com/realty/12478036/,raw,0.91,geo_recomputed,21.06,6.54,0.18,0.4,0.6,0.37,292377.7019340159,0.68,10.0,1,4
3k,31000000.0,73.0,3.0,35.0,35.0,"9 с12, южнопортовая улица, район печатники, москва, центральный федеральный округ, 115193, россия",55.705381,37.696391,Кожуховская,8.0,9.0,черновая отделка,монолитно-кирпичный,2002.0,2.87,не угловая,пассажирский,28а,детская площадка,unknown,нет,https://msk.etagi.com/realty/12478400/,geo,0.69,geo_recomputed,7.26,8.42,0.96,0.82,0.65,0.31,424657.5342465753,1.0,24.0,1,18
3k,21500000.0,58.9,3.0,9.0,9.0,"москва, ул. профсоюзная, 98к1 (13 км до центра)",55.645878,37.526537,Беляево,5.0,6.0,косметический ремонт,блоки железобетонные,2002.0,2.68,не угловая,unknown,98к1,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12479094/,raw,0.39,geo_recomputed,13.07,3.93,0.23,0.37,0.26,0.09,365025.46689303906,1.0,24.0,1,15
3k,27000000.0,78.0,3.0,3.0,22.0,"москва, ул. неманский проезд, 13к2",55.807086,37.391457,Строгино,9.0,12.0,без отделки,каркас металлический сэндвич панели,2002.0,2.68,не угловая,unknown,13к2,детская площадка,unknown,нет,https://msk.etagi.com/realty/12483725/,raw,0.77,geo_recomputed,15.29,0.21,0.4,0.29,0.02,0.18,346153.8461538461,0.1363636363636363,24.0,1,2
3k,21900000.0,65.9,3.0,12.0,16.0,"москва, ул. конёнкова, 19а",55.892627,37.609011,Бибирево,13.0,8.0,unknown,панельные,1976.0,2.64,не угловая,"пассажирский, грузовой",19а,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12440442/,raw,1.04,geo_recomputed,15.62,1.16,0.3,0.1,0.32,0.17,332321.69954476476,0.75,50.0,1,9
