source_group,price,area_total,rooms,floor,floors_total,address,latitude,longitude,metro,metro_walk_min,kitchen_area,renovation,walls,build_year,ceiling_height,floor_position,elevator,house_number,yard,parking,playground,link,address_source,metro_distance_km,metro_source,distance_to_center_km,distance_to_mkad_km,distance_to_school_km,distance_to_kindergarten_km,distance_to_clinic_km,distance_to_mall_km,price_per_m2,floor_ratio,house_age,has_metro_near,geo_generation_cluster,is_synthetic,generation_method,parent_geo_cluster
all-donskoi,23845515.62238021,46.039267136428954,1.0,7.0,25.0,"Симоновская набережная, Деловой квартал «Симоновский», Даниловский район, Москва, Центральный федеральный округ, 115114, Россия",55.7094949556544,37.65136538396079,Автозаводская,6,14.854667012777815,unknown,монолитно-кирпичный,2002.0,2.684570775507937,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,0.48,geo_recomputed,5.25,11.28,0.54,0.52,0.07,0.25,517938.64467300015,0.28,24.0,1,20,1,geo_cluster_interpolation,20
2k,54017109.039967775,165.89695181495466,1.0,8.0,8.0,"Мединцентр, 4-й Добрынинский переулок, район Якиманка, Москва, Центральный федеральный округ, 119049, Россия",55.72788260306821,37.61793572758483,Добрынинская,4,18.22386315335278,косметический ремонт,блочные,2002.0,2.6884121457659194,не угловая,unknown,,парковка,наземный паркинг,нет,synthetic,geo,0.31,geo_recomputed,2.71,13.51,0.34,0.21,0.04,0.12,325606.3987252745,1.0,24.0,1,20,1,geo_cluster_interpolation,20
all,32902937.792968396,68.622707086167,2.0,8.0,14.0,"59 с1, Дубининская улица, Даниловский район, Москва, Центральный федеральный округ, 111111, Россия",55.71893451907234,37.634555645750055,Серпуховская,13,9.61026710594605,косметический ремонт,кирпичные,1969.0,3.1700050736499943,не угловая,пассажирский,,детская площадка,unknown,нет,synthetic,geo,1.04,geo_recomputed,3.88,12.49,0.6,0.17,0.15,0.09,479475.95176700613,0.5714285714285714,57.0,1,20,1,geo_cluster_interpolation,20
all-zamoskvorechie,30269098.75701852,49.21426404683272,2.0,4.0,17.0,"71 с21, Дубининская улица, Даниловский район, Москва, Центральный федеральный округ, 113093, Россия",55.71198335878366,37.633245963022866,Тульская,9,8.433286370120296,требует ремонта / частичный ремонт,кирпичные,1992.0,3.819260234540495,,unknown,,unknown,unknown,,synthetic,geo,0.72,geo_recomputed,4.61,12.45,0.09,0.53,0.32,0.03,615047.2702022769,0.2352941176470588,34.0,1,20,1,geo_cluster_interpolation,20
1k,22332250.609841976,36.13404037590193,1.0,7.0,17.0,"7, Нижегородская улица, Таганский район, Москва, Центральный федеральный округ, 109316, Россия",55.7389564511001,37.67937716524733,Римская,11,9.035426135857527,ремонт по дизайн-проекту,монолитно-кирпичный,2002.0,2.667651453185267,не угловая,unknown,,двор,"наземный паркинг, подземный паркинг",нет,synthetic,geo,0.9,geo_recomputed,4.25,10.14,0.2,0.22,0.3,0.18,618039.1225979679,0.4117647058823529,24.0,1,20,1,geo_cluster_interpolation,20
3k,45216596.9946461,81.32395800924218,2.0,9.0,14.0,"Даниловская набережная, Даниловский район, Москва, Центральный федеральный округ, 115114, Россия",55.70906310837003,37.64241268535527,Автозаводская,11,16.074503451336323,косметический ремонт,кирпичные,1991.0,3.0241747574980073,не угловая,"грузовой, пассажирский",,двор,"наземный паркинг, гостевой паркинг",нет,synthetic,geo,0.95,geo_recomputed,5.08,11.84,0.09,0.14,0.39,0.16,556005.8573330555,0.6428571428571429,35.0,1,20,1,geo_cluster_interpolation,20
all-zamoskvorechie,56789791.72261703,60.27708750964876,2.0,4.0,8.0,"Шлюзовая набережная, район Замоскворечье, Москва, Центральный федеральный округ, 115114, Россия",55.733143747970445,37.642294906873595,Павелецкая,5,15.634680157237044,евроремонт,монолитные,2002.0,2.640065424247583,не угловая,"пассажирский, грузовой",,двор,"подземный паркинг, гостевой паркинг",есть,synthetic,geo,0.42,geo_recomputed,2.7,12.39,0.39,0.36,0.19,0.15,942145.5824906352,0.5,24.0,1,20,1,geo_cluster_interpolation,20
all-yuzhnoportovyi,19837412.471483853,31.7369771564735,1.0,23.0,27.0,"6А с2А, Новоостаповская улица, Кожухово, Южнопортовый район, Москва, Центральный федеральный округ, 115088, Россия",55.7189826679703,37.66789477236234,Дубровка,6,5.7979797931562995,без отделки,монолитные,2021.0,2.6784332888212896,не угловая,грузовой,,двор,"подземный паркинг, гостевой паркинг",нет,synthetic,geo,0.53,geo_recomputed,4.94,10.44,0.15,0.36,0.15,0.16,625056.7712759483,0.8518518518518519,5.0,1,20,1,geo_cluster_interpolation,20
2k,22933640.33945608,46.29958508337252,2.0,10.0,18.0,"НПО «Комета», 1-я улица Машиностроения, Кожухово, Южнопортовый район, Москва, Центральный федеральный округ, 115193, Россия",55.71536471211032,37.666409383839515,Дубровка,8,7.432908554380864,unknown,кирпичные,2013.0,2.6419870240342673,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, парковка во дворе, подземный паркинг",есть,synthetic,geo,0.69,geo_recomputed,5.19,10.45,0.34,0.25,0.15,0.34,495331.44407577405,0.5555555555555556,13.0,1,20,1,geo_cluster_interpolation,20
all,29597299.325837396,58.044312348506786,3.0,8.0,10.0,"28 к6, улица Павла Андреева, район Замоскворечье, Москва, Центральный федеральный округ, 115162, Россия",55.72103498121672,37.61892574014883,Серпуховская,9,7.53231329397649,unknown,кирпичные,1965.0,2.701947032111773,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,geo,0.71,geo_recomputed,3.47,13.34,0.31,0.38,0.33,0.18,509908.690934794,0.8,61.0,1,20,1,geo_cluster_interpolation,20
all,44908245.608723626,60.568674813966,2.0,15.0,36.0,"Автозаводский мост, Третье транспортное кольцо, Даниловский район, Москва, Центральный федеральный округ, 115191, Россия",55.704041416113206,37.635519944045555,ЗИЛ,12,14.191945058323544,без отделки,монолитные,2014.0,3.1256846644816902,не угловая,unknown,,двор,"гостевой паркинг, подземный паркинг, наземный паркинг",нет,synthetic,geo,1.02,geo_recomputed,5.5,12.21,0.39,0.3,0.24,0.24,741443.423463652,0.4166666666666667,12.0,1,20,1,geo_cluster_interpolation,20
2k,35209401.918842345,83.27978558238256,3.0,13.0,15.0,"12, Большой Рогожский переулок, Таганский район, Москва, Центральный федеральный округ, 109147, Россия",55.74270907879343,37.66859801564828,Курская,7,10.316055579254954,косметический ремонт,монолитно-кирпичный,2004.0,2.830037176060766,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,0.54,geo_recomputed,3.48,10.85,0.16,0.1,0.21,0.24,422784.49293090793,0.8666666666666667,22.0,1,20,1,geo_cluster_interpolation,20
all-danilovskii,43416656.322014,61.91955603994446,2.0,4.0,18.0,"12, улица Симоновский Вал, Даниловский район, Москва, Центральный федеральный округ, 115088, Россия",55.72483154766644,37.66196107024996,Пролетарская,10,9.52130681667746,unknown,монолитные,1994.0,2.6754980457792525,не угловая,unknown,,двор,подземный паркинг,нет,synthetic,geo,0.81,geo_recomputed,4.21,10.95,0.32,0.11,0.3,0.06,701178.4175908143,0.2222222222222222,32.0,1,20,1,geo_cluster_interpolation,20
all,38599278.13705028,76.19779187061411,2.0,5.0,11.0,"60А, Большая Серпуховская улица, Даниловский район, Москва, Центральный федеральный округ, 115093, Россия",55.71959242119606,37.62495931390649,Серпуховская,9,11.12962127064381,косметический ремонт,кирпич полнотельный,1971.0,2.664515423714258,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,0.77,geo_recomputed,3.67,13.1,0.52,0.13,0.12,0.21,506566.8858566517,0.4545454545454545,55.0,1,20,1,geo_cluster_interpolation,20
2k,22354054.11313721,43.86716910674291,2.0,10.0,11.0,"в типографию, Кожухово, Южнопортовый район, Москва, Центральный федеральный округ, 115088, Россия",55.724340890075894,37.6773178357469,Волгоградский проспект,6,8.822485273213173,unknown,монолитные,1993.0,2.5312469696267192,не угловая,"пассажирский, грузовой",,двор,unknown,нет,synthetic,geo,0.51,geo_recomputed,4.95,10.0,0.34,0.54,0.41,0.22,509585.0625496854,0.9090909090909092,33.0,1,20,1,geo_cluster_interpolation,20
all,37107741.10002344,69.56522257815229,3.0,5.0,17.0,"улица Симоновский Вал, Южнопортовый район, Москва, Центральный федеральный округ, 109044, Россия",55.726617111763424,37.664461580781584,Пролетарская,7,11.02792886795567,косметический ремонт,панели железобетонные,2000.0,2.693295690471655,,unknown,,unknown,unknown,,synthetic,geo,0.57,geo_recomputed,4.18,10.85,0.28,0.26,0.15,0.07,533423.7385402621,0.2941176470588235,26.0,1,20,1,geo_cluster_interpolation,20
all-taganskii,30239882.472968936,54.14568412750231,2.0,6.0,11.0,"7 с22, Дербеневская набережная, Даниловский район, Москва, Центральный федеральный округ, 115114, Россия",55.721823916405995,37.651727315489616,Павелецкая,14,9.306330615597496,косметический ремонт,панельные,2008.0,2.758323744025615,не угловая,"пассажирский, грузовой",,двор,unknown,нет,synthetic,geo,1.2,geo_recomputed,4.06,11.5,0.18,0.35,0.28,0.59,558491.0960171827,0.5454545454545454,18.0,1,20,1,geo_cluster_interpolation,20
